id,normalized_key,lemma_ru,lemma_en,category,approved_form,declension_notes,italic_required,diacritics_policy,capitalization_notes,variants_found,preferred_source,source_examples,editor_decision,status,notes,conflict_flag,conflict_variants,conflict_sources,review_priority,suggested_action,decision,approved_form_override,category_override,italic_required_override,diacritics_policy_override,merge_into,review_notes
term-06334,дхам,дхам,,place_name,дхам,,yes,no_diacritics_in_prose,,дхам [1],vedabase_ru,vedabase_ru:index.html:дхам,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-06335,дхама,дхама,,place_name,дхама,,yes,diacritics_in_quotes_only,,дха̄ма [69] | дхама [2],vedabase_ru,vedabase_ru:index.html:дха̄ма | vedabase_ru:index.html:дхама,,needs_review,auto-generated draft,yes,дха̄ма [69] | дхама [2],vedabase_ru [71],high,review,,,,,,,
term-06336,дхамами,дхамами,,place_name,дхамами,,yes,no_diacritics_in_prose,,дхамами [2],vedabase_ru,vedabase_ru:index.html:дхамами,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-06337,дхаме,дхаме,,place_name,дхаме,,yes,no_diacritics_in_prose,,дхаме [1],vedabase_ru,vedabase_ru:index.html:дхаме,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-06338,дха̄мна̄,дха̄мна̄,,place_name,дха̄мна̄,,yes,needs_review,,дха̄мна̄ [2],vedabase_ru,vedabase_ru:index.html:дха̄мна̄,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-06339,дха̄мнах̣,дха̄мнах̣,,place_name,дха̄мнах̣,,yes,needs_review,,дха̄мнах̣ [1],vedabase_ru,vedabase_ru:index.html:дха̄мнах̣,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-06340,дхаму,дхаму,,place_name,дхаму,,yes,no_diacritics_in_prose,,дхаму [3],vedabase_ru,vedabase_ru:index.html:дхаму,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-06341,дхамы,дхамы,,place_name,дхамы,,yes,no_diacritics_in_prose,,дхамы [13] | Дхамы [2],vedabase_ru,vedabase_ru:index.html:дхамы | vedabase_ru:index.html:Дхамы,,needs_review,auto-generated draft,yes,дхамы [13] | Дхамы [2],vedabase_ru [15],high,review,,,,,,,
term-06731,или вриндаван,или Вриндаван,,place_name,или Вриндаван,,no,no_diacritics_in_prose,,или Вриндаван [2],vedabase_ru,"vedabase_ru:index.html:Враджабхуми, или Вриндаван, — идеальное место для практики сознания Кришны, ибо все жители Вриндавана с рождения любят К",,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-06809,йоги-дхаме,йоги-дхаме,,place_name,йоги-дхаме,,yes,no_diacritics_in_prose,,йоги-дхаме [1],vedabase_ru,vedabase_ru:index.html:йоги-дхаме,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
term-06878,йуддхам,йуддхам,,place_name,йуддхам,,yes,no_diacritics_in_prose,,йуддхам [2],vedabase_ru,vedabase_ru:index.html:йуддхам,,draft,auto-generated draft,no,,,medium,keep,,,,,,,
